year,species
2022,Phylloscopus coronatus
2022,Passer montanus
2022,Identified to Class: Aves
2022,Identified to Family: Columbidae
2022,Passer montanus
2022,Pomatorhinus musicus
2022,Alcedo atthis
2022,Streptopelia sp.
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Heterophasia auricularis
2022,Pycnonotus sinensis
2022,Identified to Class: Aves
2022,Accipiter trivirgatus
2022,Copsychus malabaricus
2022,Acridotheres javanicus
2022,Passer montanus
2022,Streptopelia chinensis
2022,Streptopelia chinensis
2022,Streptopelia chinensis
2022,Acridotheres cristatellus
2022,Chalcophaps indica
2022,Halcyon coromanda
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Identified to Family: Columbidae
2022,Treron sieboldii
2022,Columba livia
2022,Passer montanus
2022,Chalcophaps indica
2022,Passer montanus
2022,Columba livia
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Alcedo atthis
2022,Alcedo atthis
2022,Streptopelia tranquebarica
2022,Accipiter trivirgatus
2022,Lonchura punctulata
2022,Clamator coromandus
2022,Pycnonotus sinensis
2022,Pycnonotus sinensis
2022,Identified to Family: Columbidae
2022,Caprimulgus affinis
2022,Pycnonotus sinensis
2022,Identified to Family: Columbidae
2022,Streptopelia chinensis
2022,Identified to Class: Aves
2022,Streptopelia sp.
2022,Caprimulgus affinis
2022,Streptopelia chinensis
2022,Hypsipetes leucocephalus
2022,Zosterops simplex
2022,Gorsachius melanolophus
2022,Macropygia unchall
2022,Macropygia unchall
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Pycnonotus sinensis
2022,Chalcophaps indica
2022,Hirundo rustica
2022,Psilopogon nuchalis
2022,Pycnonotus taivanus
2022,Hirundo rustica
2022,Accipiter trivirgatus
2022,Streptopelia orientalis
2022,Streptopelia chinensis
2022,Hirundo rustica
2022,Hirundo rustica
2022,Hirundo rustica
2022,Identified to Class: Aves
2022,Columba livia
2022,Alcedo atthis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Hypsipetes leucocephalus
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Zosterops simplex
2022,Hypsipetes leucocephalus
2022,Chalcophaps indica
2022,Streptopelia chinensis
2022,Columba livia
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Passer montanus
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Chloris sinica
2022,Lonchura punctulata
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Dendrocitta formosae
2022,Hypsipetes leucocephalus
2022,Accipiter virgatus
2022,Psilopogon nuchalis
2022,Streptopelia sp.
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Passer montanus
2022,Pycnonotus sinensis
2022,Streptopelia orientalis
2022,Passer montanus
2022,Clamator coromandus
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Niltava vivida
2022,Hypsipetes leucocephalus
2022,Psilopogon nuchalis
2022,Oriolus traillii
2022,Streptopelia chinensis
2022,Alcedo atthis
2022,Copsychus malabaricus
2022,Streptopelia tranquebarica
2022,Identified to Class: Aves
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Alcedo atthis
2022,Passer montanus
2022,Streptopelia chinensis
2022,Dendrocitta formosae
2022,Streptopelia sp.
2022,Streptopelia orientalis
2022,Streptopelia chinensis
2022,Alcedo atthis
2022,Psilopogon nuchalis
2022,Gorsachius melanolophus
2022,Streptopelia chinensis
2022,Lonchura punctulata
2022,Chalcophaps indica
2022,Identified to Class: Aves
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Lonchura punctulata
2022,Chalcophaps indica
2022,Pycnonotus sinensis
2022,Aplonis panayensis
2022,Alcedo atthis
2022,Columba livia
2022,Treron sieboldii
2022,Hypsipetes leucocephalus
2022,Chalcophaps indica
2022,Streptopelia chinensis
2022,Streptopelia chinensis
2022,Pycnonotus sinensis
2022,Pycnonotus sinensis
2022,Streptopelia orientalis
2022,Accipiter trivirgatus
2022,Streptopelia tranquebarica
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Amaurornis phoenicurus
2022,Zosterops simplex
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Streptopelia orientalis
2022,Identified to Order: Accipitriformes
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Passer montanus
2022,Zosterops simplex
2022,Zosterops simplex
2022,Streptopelia tranquebarica
2022,Accipiter trivirgatus
2022,Accipiter trivirgatus
2022,Cacomantis merulinus
2022,Streptopelia tranquebarica
2022,Lonchura punctulata
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Zosterops simplex
2022,Dendrocitta formosae
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Cuculus micropterus
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Zosterops simplex
2022,Pycnonotus sinensis
2022,Streptopelia orientalis
2022,Streptopelia chinensis
2022,Lonchura striata
2022,Streptopelia tranquebarica
2022,Chalcophaps indica
2022,Hypsipetes leucocephalus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Alcedo atthis
2022,Zosterops simplex
2022,Zosterops simplex
2022,Pycnonotus taivanus
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Streptopelia tranquebarica
2022,Chalcophaps indica
2022,Identified to Family: Columbidae
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Chalcophaps indica
2022,Streptopelia tranquebarica
2022,Passer montanus
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Columba livia
2022,Aplonis panayensis
2022,Streptopelia orientalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Streptopelia orientalis
2022,Caprimulgus affinis
2022,Zosterops simplex
2022,Accipiter trivirgatus
2022,Passer montanus
2022,Aplonis panayensis
2022,Zosterops simplex
2022,Lonchura punctulata
2022,Identified to Family: Columbidae
2022,Zosterops simplex
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Zosterops simplex
2022,Geopelia striata
2022,Turdus cardis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Monticola solitarius
2022,Streptopelia orientalis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Actinodura morrisoniana
2022,Psilopogon nuchalis
2022,Centropus bengalensis
2022,Halcyon coromanda
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Streptopelia chinensis
2022,Zosterops simplex
2022,Lonchura punctulata
2022,Otus sunia
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Aplonis panayensis
2022,Cyanoptila cyanomelana
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Scolopax rusticola
2022,Turnix suscitator
2022,Muscicapa dauurica
2022,Columba livia
2022,Accipiter trivirgatus
2022,Chalcophaps indica
2022,Ficedula narcissina
2022,Psilopogon nuchalis
2022,Lanius cristatus
2022,Psilopogon nuchalis
2022,Ninox japonica
2022,Chalcophaps indica
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Acridotheres sp.
2022,Ficedula narcissina
2022,Psilopogon nuchalis
2022,Aplonis panayensis
2022,Pycnonotus sinensis
2022,Ficedula narcissina
2022,Chalcophaps indica
2022,Pycnonotus sinensis
2022,Zosterops simplex
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Hypsipetes leucocephalus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Ficedula narcissina
2022,Locustella ochotensis
2022,Psilopogon nuchalis
2022,Sturnia malabarica
2022,Streptopelia chinensis
2022,Identified to Family: Columbidae
2022,Hypsipetes leucocephalus
2022,Aplonis panayensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Pycnonotus sinensis
2022,Passer montanus
2022,Chalcophaps indica
2022,Phoenicurus auroreus
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Aplonis panayensis
2022,Psilopogon nuchalis
2022,Aplonis panayensis
2022,Chalcophaps indica
2022,Accipiter trivirgatus
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Ficedula mugimaki
2022,Garrulax canorus
2022,Streptopelia chinensis
2022,Chalcophaps indica
2022,Turdus obscurus
2022,Streptopelia chinensis
2022,Turdus pallidus
2022,Sturnia sinensis
2022,Psilopogon nuchalis
2022,Turdus pallidus
2022,Zoothera aurea
2022,Identified to Family: Columbidae
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Bombycilla japonica
2022,Turdus pallidus
2022,Turdus pallidus
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Turdus obscurus
2022,Psilopogon nuchalis
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Turdus pallidus
2022,Turdus chrysolaus
2022,Streptopelia tranquebarica
2022,Calliope calliope
2022,Zoothera aurea
2022,Monticola solitarius
2022,Psilopogon nuchalis
2022,Turdus pallidus
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Identified to Class: Aves
2022,Turdus pallidus
2022,Turdus pallidus
2022,Ninox japonica
2022,Acrocephalus bistrigiceps
2022,Glaucidium brodiei
2022,Psilopogon nuchalis
2022,Urosphena squameiceps
2022,Psilopogon nuchalis
2022,Calliope calliope
2022,Psilopogon nuchalis
2022,Turdus chrysolaus
2022,Dendrocitta formosae
2022,Chalcophaps indica
2022,Acridotheres cristatellus
2022,Cyornis glaucicomans
2022,Fulica atra
2022,Zoothera aurea
2022,Turdus chrysolaus
2022,Phoenicurus fuliginosus
2022,Chalcophaps indica
2022,Passer montanus
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Turdus pallidus
2022,Turdus chrysolaus
2022,Turdus chrysolaus
2022,Turdus pallidus
2022,Streptopelia tranquebarica
2022,Zoothera aurea
2022,Turdus pallidus
2022,Horornis canturians
2022,Turdus chrysolaus
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Pycnonotus sinensis
2022,Hypsipetes leucocephalus
2022,Turdus chrysolaus
2022,Passer montanus
2022,Zoothera aurea
2022,Streptopelia chinensis
2022,Apus nipalensis
2022,Turdus pallidus
2022,Turdus pallidus
2022,Psilopogon nuchalis
2022,Emberiza spodocephala
2022,Accipiter nisus
2022,Columba livia
2022,Zoothera aurea
2022,Hypsipetes leucocephalus
2022,Falco tinnunculus
2022,Hirundo tahitica
2022,Identified to Family: Turdidae
2022,Psilopogon nuchalis
2022,Identified to Class: Aves
2022,Psilopogon nuchalis
2022,Alcedo atthis
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Streptopelia tranquebarica
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Streptopelia chinensis
2022,Identified to Order: Passeriformes
2022,Aplonis panayensis
2022,Zoothera aurea
2022,Identified to Family: Columbidae
2022,Identified to Order: Passeriformes
2022,Zoothera aurea
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Zoothera aurea
2022,Turdus chrysolaus
2022,Horornis canturians
2022,Zoothera aurea
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Spizixos semitorques
2022,Psilopogon nuchalis
2022,Calliope calliope
2022,Zoothera aurea
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Zoothera aurea
2022,Phylloscopus borealis complex
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Dendrocitta formosae
2022,Turdus pallidus
2022,Streptopelia orientalis
2022,Hypsipetes leucocephalus
2022,Pycnonotus sinensis
2022,Treron sieboldii
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Turdus obscurus
2022,Psilopogon nuchalis
2022,Pycnonotus taivanus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Accipiter trivirgatus
2022,Streptopelia chinensis
2022,Treron sieboldii
2022,Zoothera aurea
2022,Hypsipetes leucocephalus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
