year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2018,7,16,25.02532301,121.5420701,vague,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2018,7,17,--,--,not provided,1,Facebook,found dead,Accipitridae,Accipiter virgatus
2018,7,17,23.7133,120.78034,precise,1,TaiRON,found dead,Accipitridae,Accipiter virgatus
2018,7,20,25.0252,121.54324,precise,1,TaiRON,found dead,Zosteropidae,Zosterops simplex
2018,7,22,25.04777925,121.6106744,acceptable,1,Facebook,captured: dead afterward,Megalaimidae,Psilopogon nuchalis
2018,7,26,25.04339,121.54377,precise,1,TaiRON,found dead,Columbidae,Columba livia
2018,7,27,25.02237463,121.5435339,precise,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia chinensis
2018,8,1,--,--,not provided,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2018,8,4,23.03627,120.14056,precise,1,TaiRON,found dead,Corvidae,Cyanopica cyanus
2018,8,8,23.82837,120.80141,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2018,8,8,25.019237,121.370184,precise,1,TaiRON,found dead,Accipitridae,Accipiter virgatus
2018,8,9,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2018,8,17,23.70079111,120.5924287,precise,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2018,8,18,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2018,8,22,23.51510966,119.5969643,precise,1,Facebook,captured,Sturnidae,Acridotheres tristis
2018,8,23,23.21673,120.49733,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2018,8,25,--,--,not provided,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2018,8,30,23.876112,120.692507,precise,1,TaiRON,found dead,Apodidae,Apus nipalensis
2018,8,30,23.4812958,120.4525828,precise,1,TaiRON,found dead,Apodidae,Apus nipalensis
2018,9,1,24.75859722,121.7560179,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2018,9,1,22.884841,120.667692,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2018,9,3,23.95477293,120.9260686,vague,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2018,9,6,24.17077,120.89571,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2018,9,6,24.43676,118.42124,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2018,9,10,22.570813,120.3425005,precise,1,Facebook,found dead,Laniidae,Lanius cristatus
2018,9,12,21.9752026,120.7400587,precise,1,Facebook,captured: flew away afterward,Alcedinidae,Alcedo atthis
2018,9,12,24.08210221,120.5474814,acceptable,1,Facebook,captured: dead afterward,Megalaimidae,Psilopogon nuchalis
2018,9,14,22.619997,120.323367,precise,1,TaiRON,found dead,Cuculidae,Cuculus optatus
2018,9,17,23.02034362,121.3249444,acceptable,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2018,9,20,24.80964729,120.9746983,precise,1,Facebook,captured,Motacillidae,Anthus gustavi
2018,9,25,24.15871018,120.6290569,precise,1,Facebook,found dead,Passeridae,Passer montanus
2018,9,25,23.82811,120.80127,precise,1,TaiRON,found dead,Estrildidae,Lonchura striata
2018,9,27,--,--,not provided,1,Facebook,flew away,Passeridae,Passer montanus
2018,9,28,24.32495362,120.8233389,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2018,10,1,24.24647,120.83256,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2018,10,5,--,--,not provided,1,Facebook,uncertain,Estrildidae,Lonchura punctulata
2018,10,6,--,--,not provided,1,Facebook,captured: released afterward,Locustellidae,Locustella ochotensis
2018,10,12,23.75276622,120.6919902,precise,1,Facebook,captured,Alcedinidae,Alcedo atthis
2018,10,15,--,--,not provided,1,Facebook,sent to rescue center,Strigidae,Ninox japonica
2018,10,22,23.8283559,120.8012199,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2018,10,22,23.59641,120.57472,precise,1,TaiRON,found dead,Muscicapidae,Myiomela leucura
2018,10,24,24.80888,121.03477,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2018,10,26,24.556777,120.757091,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2018,10,27,23.97136512,121.6004773,acceptable,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus taivanus
2018,10,28,25.011126,121.540725,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2018,10,29,25.08730915,121.6228123,precise,1,Facebook,sent to rescue center,Columbidae,Chalcophaps indica
2018,10,--,--,--,not provided,1,Facebook,uncertain,Alcedinidae,Halcyon coromanda
2018,10,,24.42989191,118.3596608,acceptable,1,Facebook,sent to rescue center: released after rehabilitation,Alcedinidae,Alcedo atthis
2018,11,3,--,--,not provided,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2018,11,7,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter virgatus
2018,11,9,24.50568,121.11361,precise,1,TaiRON,found dead,Emberizidae,Emberiza elegans
2018,11,14,22.62038,120.347768,precise,1,TaiRON,found dead,Muscicapidae,Calliope calliope
2018,11,15,--,--,not provided,1,Facebook,captured: released afterward,Sturnidae,Aplonis panayensis
2018,11,25,--,--,not provided,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2018,11,28,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Megalaimidae,Psilopogon nuchalis
2018,11,29,25.08626,121.51826,precise,1,TaiRON,found dead,Scotocercidae,Horornis canturians
2018,11,30,--,--,not provided,1,Facebook,captured: released afterward,Scotocercidae,Horornis canturians
2018,12,3,24.9241,121.18363,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2018,12,5,--,--,not provided,1,Facebook,uncertain,Turdidae,Turdus pallidus
2018,12,5,--,--,not provided,1,Facebook,flew away,Turdidae,Turdus pallidus
2018,12,5,24.25107,120.65668,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2018,12,5,24.883244,120.977853,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2018,12,12,24.683848,120.870264,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2018,12,13,23.745339,120.695082,precise,1,TaiRON,found dead,Phasianidae,Lophura swinhoii
2018,12,13,23.61631544,120.5431878,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2018,12,13,24.80904946,121.1207051,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2018,12,13,24.80904946,121.1207051,precise,1,Facebook,found dead,Corvidae,Dendrocitta formosae
2018,12,14,23.4671,120.48577,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2018,12,19,--,--,not provided,1,Facebook,uncertain,Columbidae,Columba livia
2018,12,22,24.2085132,120.5951226,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2018,12,22,24.2085132,120.5951226,precise,1,TaiRON,found dead,Accipitridae,Accipiter virgatus
2018,12,23,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2018,12,23,23.67386627,120.5375661,vague,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2018,12,27,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2018,12,28,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia orientalis
2018,12,31,24.40678,120.72476,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2018,--,--,25.04955135,121.61008,precise,1,Facebook,uncertain,Accipitridae,Spilornis cheela
2018,--,--,25.04773474,121.6107304,precise,2,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2018,--,--,25.04848252,121.6113234,precise,1,Facebook,found dead,Estrildidae,Lonchura striata
2018,--,--,25.04776029,121.6107452,precise,1,Facebook,found dead,Estrildidae,Lonchura striata
2018,--,--,25.04893442,121.6113251,precise,2,Facebook,found dead,Estrildidae,Lonchura striata
2018,--,--,25.04791458,121.6107543,precise,2,Facebook,found dead,Estrildidae,Lonchura striata
2018,--,--,25.04877343,121.6106191,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2018,--,--,25.04894109,121.61039,precise,1,Facebook,found dead,Identified to Class: Aves,Identified to Class: Aves
2018,--,--,25.04777281,121.6107386,precise,1,Facebook,found dead,Estrildidae,Lonchura punctulata
2018,--,--,25.04955383,121.609997,precise,1,Facebook,flew away,Ardeidae,Gorsachius melanolophus
2018,--,--,25.04823038,121.6117428,precise,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2018,--,--,25.04847486,121.6113289,precise,1,Facebook,found dead,Cisticolidae,Prinia inornata
2018,--,--,25.04773423,121.6110482,precise,1,Facebook,found dead,Cisticolidae,Prinia inornata
2019,1,2,25.03263,121.57861,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,1,2,24.43527596,118.314335,acceptable,1,Facebook,found dead,Nectariniidae,Aethopyga christinae
2019,1,3,25.03564,121.61554,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2019,1,3,24.45554,118.39626,precise,1,Facebook,found dead,Emberizidae,Emberiza spodocephala
2019,1,3,24.45413281,118.3967043,vague,1,Facebook,found dead,Emberizidae,Emberiza spodocephala
2019,1,7,23.6137,120.54545,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,1,9,22.56453,120.33297,precise,1,TaiRON,found dead,Columbidae,Columba livia
2019,1,13,23.69332574,120.3447253,precise,1,Facebook,uncertain,Alcedinidae,Alcedo atthis
2019,1,14,24.38681396,120.8601538,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2019,1,16,--,--,not provided,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2019,1,18,24.24744,120.83263,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,1,18,22.21754,120.796193,precise,1,TaiRON,found dead,Columbidae,Treron sieboldii
2019,1,25,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2019,1,26,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,1,28,24.95979997,121.41462,precise,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2019,1,29,22.97752152,120.5504867,vague,1,Facebook,captured: flew away afterward,Rallidae,Amaurornis phoenicurus
2019,2,1,--,--,not provided,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus taivanus
2019,2,2,22.78442247,120.4286037,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2019,2,3,23.59462,120.58924,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,2,7,23.73694,120.76026,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,2,9,25.000429,121.310319,precise,1,TaiRON,found dead,Accipitridae,Butastur indicus
2019,2,10,22.63580109,120.2754346,vague,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2019,2,15,23.82799,120.80241,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2019,2,18,23.26609951,120.4822288,acceptable,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2019,2,21,24.95851434,121.5377667,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2019,2,24,25.27799635,121.5210654,precise,1,Facebook,captured,Accipitridae,Accipiter trivirgatus
2019,2,25,22.88535444,120.5796725,acceptable,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2019,2,27,24.17760143,120.5982746,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2019,3,3,23.18465109,120.3131207,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2019,3,6,22.3568,120.90341,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,3,9,24.91166,121.23092,precise,1,TaiRON,found dead,Hirundinidae,Hirundo rustica
2019,3,13,25.0889579,121.4920428,precise,1,Facebook,captured,Columbidae,Streptopelia chinensis
2019,3,13,25.0839384,121.4604928,precise,1,Facebook,captured,Columbidae,Streptopelia chinensis
2019,3,15,24.99840467,121.5730833,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,3,16,25.04931026,121.6096861,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2019,3,18,23.45745,120.52952,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,3,20,24.79023748,121.0065589,precise,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2019,3,21,24.92448,121.18331,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2019,3,24,22.72094706,120.296842,acceptable,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2019,3,25,25.04753091,121.6160103,acceptable,1,Facebook,found dead,Phasianidae,Lophura swinhoii
2019,3,25,24.09843672,120.8578769,precise,1,Facebook,uncertain,Monarchidae,Hypothymis azurea
2019,3,25,24.61793029,120.9148403,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2019,3,25,24.98924,121.28864,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2019,3,27,22.621083,120.392335,precise,1,TaiRON,found dead,Hirundinidae,Hirundo rustica
2019,3,--,24.99791622,121.4254847,acceptable,1,Facebook,captured,Columbidae,Streptopelia chinensis
2019,4,1,--,--,not provided,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2019,4,2,24.60059,120.99941,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,4,4,--,--,not provided,1,Facebook,sent to rescue center: dead afterward,Columbidae,Chalcophaps indica
2019,4,4,24.81778,121.2317,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,4,4,22.62292651,120.4084102,acceptable,1,Facebook,captured,Rallidae,Gallinula chloropus
2019,4,5,--,--,not provided,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2019,4,6,25.00969564,121.4487507,vague,1,Facebook,captured,Columbidae,Streptopelia chinensis
2019,4,6,24.72715527,120.9290394,acceptable,1,Facebook,flew away,Corvidae,Pica serica
2019,4,6,24.72715527,120.9290394,acceptable,1,Facebook,flew away,Strigidae,Otus lettia
2019,4,7,24.31932065,120.6673838,vague,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2019,4,8,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,4,8,24.97313,121.60021,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,4,8,22.67983,120.31412,precise,1,TaiRON,found dead,Passeridae,Passer montanus
2019,4,9,--,--,not provided,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus taivanus
2019,4,9,22.63861,120.29806,precise,1,TaiRON,found dead,Turdidae,Turdus obscurus
2019,4,11,25.09476981,121.5454253,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,4,11,25.01965455,121.53835,precise,1,Facebook,found dead,Columbidae,Streptopelia orientalis
2019,4,11,23.00407,120.21933,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2019,4,11,23.70079111,120.5924287,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2019,4,12,24.33509,120.87643,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,4,13,25.06048,121.57397,precise,1,TaiRON,found dead,Muscicapidae,Myophonus insularis
2019,4,15,24.36041,120.64746,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2019,4,15,21.94463545,120.7144148,precise,1,Facebook,captured,Accipitridae,Accipiter gularis
2019,4,15,24.9241,121.1836,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2019,4,15,22.6883782,120.4341338,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2019,4,16,--,--,not provided,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2019,4,16,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Alcedo atthis
2019,4,17,23.58750906,120.3181934,acceptable,1,Facebook,captured: released afterward,Muscicapidae,Ficedula narcissina
2019,4,17,23.58727374,120.3181359,acceptable,1,Facebook,captured: released afterward,Muscicapidae,Ficedula narcissina
2019,4,19,23.93999838,120.5674387,precise,1,Facebook,captured,Zosteropidae,Zosterops simplex
2019,4,21,23.468056,120.485556,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2019,4,23,23.04571,121.15322,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,4,24,24.14125,120.66591,precise,2,TaiRON,found dead,Columbidae,Streptopelia chinensis
2019,4,27,24.25852603,120.7193014,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2019,4,27,25.117742,121.533474,precise,1,Facebook,found dead,Muscicapidae,Copsychus saularis
2019,4,27,--,--,not provided,1,Facebook,uncertain,Laniidae,Identified to Family: Laniidae
2019,4,28,23.30393635,121.4405381,precise,1,Facebook,sent to rescue center,Columbidae,Chalcophaps indica
2019,4,28,23.229836,120.37012,precise,1,Facebook,found dead,Accipitridae,Accipiter gularis
2019,4,29,24.20869,120.61375,precise,1,TaiRON,found dead,Turnicidae,Turnix suscitator
2019,4,29,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2019,4,29,23.01509,121.32035,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,4,30,22.76536,121.13528,precise,1,TaiRON,found dead,Strigidae,Ninox japonica
2019,4,30,24.9748,121.25122,precise,1,TaiRON,found dead,Zosteropidae,Zosterops simplex
2019,4,--,25.0483538,121.6112505,acceptable,2,Facebook,found dead,Columbidae,Chalcophaps indica
2019,5,2,25.01404526,121.5400349,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,5,3,25.01404526,121.5400349,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2019,5,5,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2019,5,6,--,--,not provided,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2019,5,6,22.65046,120.34929,precise,1,TaiRON,found dead,Columbidae,Columba livia
2019,5,7,22.62618984,120.3206678,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2019,5,7,22.630116,120.262561,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2019,5,8,23.90207,121.54629,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2019,5,9,--,--,not provided,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2019,5,9,23.63543832,119.5219578,acceptable,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter soloensis
2019,5,12,24.981216,121.573611,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,5,13,23.01509,121.32035,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,5,14,22.75284409,121.1401734,acceptable,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2019,5,14,22.75256278,121.1401431,acceptable,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2019,5,14,23.71303,120.7809,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,5,15,25.01789227,121.5367909,acceptable,1,Facebook,captured: flew away afterward,Ardeidae,Gorsachius melanolophus
2019,5,15,22.62341,120.29807,precise,1,TaiRON,found dead,Laniidae,Lanius cristatus
2019,5,16,24.14496156,120.702381,precise,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2019,5,16,25.08687897,121.5238624,acceptable,1,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2019,5,20,25.00589432,121.5230001,acceptable,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2019,5,21,24.70318,121.06402,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2019,5,22,23.43239,121.34981,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2019,5,22,23.82820727,120.801566,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2019,5,22,25.024484,121.733252,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2019,5,23,23.59688,120.57531,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
