year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2021,11,18,25.155504,121.547877,precise,1,Facebook,found dead,Turdidae,Turdus cardis
2021,11,18,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,11,18,23.71332704,120.7802273,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,11,19,25.03012217,121.3892602,precise,2,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2021,11,19,25.03012217,121.3892602,precise,3,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,11,20,25.043077,121.549772,precise,1,TaiRON,found dead,Sturnidae,Aplonis panayensis
2021,11,21,22.6251102,120.363221,acceptable,1,Facebook,captured,Sturnidae,Aplonis panayensis
2021,11,22,24.11885,120.67487,precise,2,TaiRON,found dead,Sturnidae,Sturnia malabarica
2021,11,23,25.01825997,121.5590873,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,11,23,25.017748,121.5376791,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,11,23,25.01693,121.53569,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,11,23,24.99415166,121.5884015,precise,9,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,11,23,24.158105,121.622405,precise,1,TaiRON,found dead,Phasianidae,Lophura swinhoii
2021,11,23,23.89537,121.54087,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,11,23,22.66930197,120.3188359,acceptable,1,Facebook,flew away,Sturnidae,Aplonis panayensis
2021,11,23,24.95186,121.34618,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,11,24,24.17515836,120.6570135,vague,1,Facebook,sent to rescue center: released after rehabilitation,Muscicapidae,Ficedula mugimaki
2021,11,24,23.89625553,121.5414612,acceptable,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,11,24,25.0251,121.46724,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,11,24,24.80737,121.043602,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2021,11,25,--,--,not provided,1,Facebook,uncertain,Muscicapidae,Myophonus insularis
2021,11,26,25.01613724,121.535972,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2021,11,27,23.86235652,120.5776834,precise,2,Facebook,uncertain,Passeridae,Passer montanus
2021,11,28,22.00363,121.5909,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2021,11,28,22.62425,120.27708,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2021,11,29,25.01858254,121.5373739,precise,1,Facebook,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,11,29,25.01858874,121.5374118,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,11,29,25.01804,121.54281,precise,1,TaiRON,found dead,Turdidae,Turdus obscurus
2021,11,30,24.99341,121.30887,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2021,11,30,24.95348177,121.5388772,precise,1,Facebook,captured: flew away afterward,Turdidae,Turdus pallidus
2021,12,1,24.17318821,120.7195666,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,12,1,24.93909344,121.3691108,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,2,24.27588784,120.7735053,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,12,2,22.98192603,120.2455831,precise,1,Facebook,captured: released afterward,Accipitridae,Accipiter trivirgatus
2021,12,3,25.11774062,121.5386555,acceptable,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2021,12,3,22.77639489,121.0628327,acceptable,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus taivanus
2021,12,3,22.7764545,121.0597848,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,12,3,22.98214506,120.2452075,precise,1,Facebook,captured: released afterward,Accipitridae,Accipiter trivirgatus
2021,12,3,24.70212,121.8203,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,12,3,24.91089,121.15531,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,3,23.70947948,120.5485401,precise,1,Facebook,flew away,Ardeidae,Identified to Family: Ardeidae
2021,12,3,23.49663941,120.4687747,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,12,4,25.02129046,121.5381832,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,12,4,25.00746914,121.5360672,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,12,4,23.08135164,120.0626477,precise,1,Facebook,found dead,Passeridae,Passer montanus
2021,12,4,24.86493,121.2223,precise,1,TaiRON,found dead,Corvidae,Dendrocitta formosae
2021,12,5,24.9982735,121.5795174,precise,2,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,5,22.12998289,120.7822968,precise,1,Facebook,uncertain,Muscicapidae,Monticola solitarius
2021,12,6,24.2758577,120.7738276,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,12,6,25.02051851,121.5436497,precise,1,Facebook,sent to rescue center,Ardeidae,Gorsachius melanolophus
2021,12,6,22.66012,120.29255,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,7,25.01773792,121.5444105,precise,1,Facebook,found dead,Columbidae,Streptopelia orientalis
2021,12,7,25.01877,121.5368,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,7,24.48201922,120.6748874,precise,1,Facebook,captured: flew away afterward,Turdidae,Turdus pallidus
2021,12,7,24.9745,121.25113,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2021,12,7,24.96823,121.18766,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2021,12,7,22.62546992,120.3720235,acceptable,1,Facebook,captured: flew away afterward,Turdidae,Turdus pallidus
2021,12,8,24.86188366,121.8293575,acceptable,1,Facebook,sent to rescue center,Falconidae,Falco peregrinus
2021,12,8,24.89402,121.21077,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,8,24.90968,121.08505,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2021,12,8,25.1275633,121.4521794,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,12,8,25.14249938,121.4325147,precise,2,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,8,24.93898,121.36922,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,8,25.07407,121.63154,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,9,22.77327749,121.0859623,precise,1,Facebook,captured: released afterward,Muscicapidae,Monticola solitarius
2021,12,9,24.8959,121.20465,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,9,22.90564887,120.4659675,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,9,22.90564887,120.4659675,vague,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,12,9,22.64429,120.3513,precise,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2021,12,9,24.05186815,120.4401405,acceptable,1,Facebook,captured,Passeridae,Passer montanus
2021,12,11,25.04928607,121.6102074,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,12,12,24.1200371,120.6742586,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2021,12,12,25.06347675,121.5643232,acceptable,1,Facebook,found dead,Turdidae,Turdus mandarinus
2021,12,12,24.415043,120.730081,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,12,24.93543124,121.2976779,precise,1,Facebook,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,12,13,23.01388735,120.2173077,vague,1,Facebook,captured: flew away afterward,Muscicapidae,Phoenicurus auroreus
2021,12,13,23.6351,120.79006,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2021,12,14,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,14,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,15,25.01561259,121.5471676,precise,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2021,12,15,25.01561259,121.5471676,precise,1,Facebook,found dead,Turdidae,Turdus eunomus
2021,12,15,22.79399223,121.1163193,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,12,15,23.99779,120.60085,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2021,12,16,24.74614,121.74709,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,12,16,25.1808854,121.4282886,precise,1,Facebook,sent to rescue center: released after rehabilitation,Megalaimidae,Psilopogon nuchalis
2021,12,17,25.01956,121.53433,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,12,17,25.085705,121.578267,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2021,12,17,23.89736913,121.5403691,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,19,22.12905,120.78493,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,19,22.63648194,120.3556688,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,19,24.76721,120.96942,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,19,24.731567,121.25062,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,20,25.05825,121.53337,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,12,20,23.3234481,121.3003491,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,12,20,23.89606,121.54821,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,12,20,23.7128235,120.7809559,precise,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,12,20,23.4925272,120.5027697,precise,2,Facebook,uncertain,Sturnidae,Aplonis panayensis
2021,12,21,24.15967028,120.5396011,acceptable,3,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2021,12,21,24.26078568,120.7215711,precise,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2021,12,21,25.03396,121.50991,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2021,12,22,22.65022,120.32786,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2021,12,23,25.0725624,121.607423,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,23,25.00092482,121.4811593,precise,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2021,12,24,25.05154766,121.5409854,precise,1,Facebook,found dead,Columbidae,Columba livia
2021,12,24,--,--,not provided,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,12,24,24.84739406,121.1175411,acceptable,1,Facebook,flew away,Monarchidae,Hypothymis azurea
2021,12,25,22.12924,120.78509,precise,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2021,12,25,22.62150017,120.3906365,acceptable,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2021,12,25,24.98804302,121.4687262,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2021,12,26,24.96847,121.18729,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2021,12,27,25.02759,121.55166,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2021,12,28,24.1231748,120.6797816,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,28,23.8959476,121.5484997,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,28,22.539307,120.59166,precise,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2021,12,28,22.72906815,120.2932969,acceptable,1,Facebook,captured: dead afterward,Megalaimidae,Psilopogon nuchalis
2021,12,28,23.99568,120.5931404,acceptable,1,Facebook,captured,Hirundinidae,Hirundo tahitica
2021,12,29,24.1223752,120.6741584,precise,1,Facebook,found dead,Sturnidae,Sturnia malabarica
2021,12,29,25.0527325,121.5235395,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,29,24.98680619,121.5737373,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,29,24.98680619,121.5737373,precise,1,Facebook,found dead,Identified to Class: Aves,Identified to Class: Aves
2021,12,29,23.73767084,120.5508208,precise,1,Facebook,uncertain,Accipitridae,Accipiter virgatus
2021,12,29,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,30,25.02084801,121.5401811,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia orientalis
2021,12,30,25.02589325,121.5434677,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,12,30,25.12351981,121.4690465,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,31,24.57997055,120.8532715,precise,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2021,12,--,25.03125007,121.5100617,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,12,--,--,--,not provided,1,Facebook,sent to rescue center: dead afterward,Muscicapidae,Phoenicurus auroreus
2021,--,--,24.12759963,120.6852214,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,--,--,25.07706471,121.5886884,acceptable,3,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2021,--,--,22.78180155,121.1192443,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,--,--,22.52618546,120.9259028,precise,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2021,--,--,24.40327296,120.7684222,precise,1,Facebook,flew away,Columbidae,Chalcophaps indica
2021,--,--,24.83009027,121.3322341,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,--,--,24.93317162,121.5539448,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,1,25.0095744,121.5376258,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,1,1,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter virgatus
2022,1,2,25.01858,121.54317,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2022,1,3,24.178527,120.6464361,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,1,3,25.10096,121.54758,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,3,25.03653086,121.5395137,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,1,3,25.13841809,121.5022178,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia orientalis
2022,1,3,23.33618723,121.3132918,acceptable,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2022,1,3,23.7137088,120.7804275,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,3,24.0512,120.44024,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2022,1,4,25.02269,121.541,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,1,4,25.12209349,121.4635333,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,1,4,24.86300013,121.827727,acceptable,2,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,1,5,25.11749219,121.5384496,acceptable,1,Facebook,captured: flew away afterward,Turdidae,Turdus pallidus
2022,1,5,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,5,23.187586,120.374204,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,5,24.73974717,121.1619668,precise,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,1,6,25.11054586,121.5314459,acceptable,1,Facebook,captured: flew away afterward,Sturnidae,Aplonis panayensis
2022,1,6,--,--,not provided,1,Facebook,uncertain,Columbidae,Columba livia
2022,1,6,25.1275633,121.4521794,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,1,6,24.93317162,121.5539448,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,7,23.33623548,121.3131606,acceptable,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,1,7,24.701743,121.0677437,precise,1,Facebook,captured,Accipitridae,Accipiter virgatus
2022,1,8,25.05261341,121.5331774,precise,1,Facebook,captured,Columbidae,Streptopelia orientalis
2022,1,8,24.98243,121.5673,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,9,22.0254543,120.7355811,precise,1,Facebook,flew away,Monarchidae,Hypothymis azurea
2022,1,10,25.01466923,121.5384929,precise,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2022,1,11,24.05152,120.44033,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,1,12,24.7974513,120.9944748,precise,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2022,1,13,25.01594742,121.5373014,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2022,1,13,24.96829769,121.1921793,precise,1,Facebook,sent to rescue center: dead afterward,Columbidae,Streptopelia chinensis
2022,1,13,25.12233096,121.8599855,acceptable,1,Facebook,found dead,Turdidae,Zoothera aurea
2022,1,14,25.14756771,121.5007885,acceptable,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,1,14,25.147522,121.500557,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,14,23.712984,120.780916,precise,1,Facebook,captured: flew away afterward,Estrildidae,Lonchura striata
2022,1,14,24.95186,121.34619,precise,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2022,1,14,24.95191675,121.3461529,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2022,1,15,25.10563827,121.545201,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2022,1,15,25.01332568,121.5364884,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,15,25.01332568,121.5364884,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2022,1,15,23.82527,120.80305,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2022,1,15,22.13005162,120.7820344,precise,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2022,1,15,24.9788,121.30627,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,16,22.12987949,120.7819606,precise,1,Facebook,found dead,Turdidae,Turdus obscurus
2022,1,17,23.04617923,120.4457523,acceptable,1,Facebook,found dead,Muscicapidae,Copsychus malabaricus
2022,1,17,23.96203059,120.5633477,acceptable,1,Facebook,sent to rescue center,Pycnonotidae,Hypsipetes leucocephalus
2022,1,18,22.62052153,120.3534008,precise,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2022,1,18,23.70289975,120.5480653,vague,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,1,19,23.8741,120.66192,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,20,24.40816068,120.6992142,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,1,21,23.8470352,121.4807677,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2022,1,22,22.90071586,121.1246907,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2022,1,24,22.849928,121.0925508,acceptable,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2022,1,25,24.172102,120.697025,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2022,1,26,25.06086515,121.5440221,precise,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2022,1,26,25.06091464,121.5441105,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,1,28,23.8474567,120.6956762,precise,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia chinensis
2022,1,--,23.712847,120.780947,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,1,--,23.82534627,120.8030185,precise,4,Facebook,uncertain,Columbidae,Chalcophaps indica
2022,2,1,25.01268,121.34314,precise,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2022,2,2,24.1489123,120.6527349,precise,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2022,2,2,23.68383999,120.3524561,precise,1,Facebook,found dead,Muscicapidae,Monticola solitarius
2022,2,5,--,--,not provided,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2022,2,6,22.9835,120.15984,precise,1,Facebook,sent to rescue center: dead afterward,Sturnidae,Aplonis panayensis
2022,2,9,--,--,not provided,1,Facebook,found dead,Turdidae,Zoothera aurea
2022,2,10,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,2,10,25.05860641,121.5334584,precise,1,Facebook,uncertain,Columbidae,Streptopelia tranquebarica
2022,2,10,25.11166675,121.5226192,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2022,2,13,25.02432,121.56841,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2022,2,14,23.84646,120.85135,precise,1,TaiRON,found dead,Muscicapidae,Muscicapa ferruginea
2022,2,14,23.71352924,120.7804253,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,2,15,24.82107131,120.9524324,vague,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,2,17,25.03929737,121.54769,acceptable,1,Facebook,sent to rescue center,Columbidae,Streptopelia orientalis
2022,2,17,25.0261642,121.5308144,precise,1,Facebook,sent to rescue center,Passeridae,Passer montanus
2022,2,17,25.08200725,121.5622654,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2022,2,17,23.04603,120.44558,precise,1,TaiRON,found dead,Estrildidae,Lonchura striata
2022,2,18,22.539285,120.591691,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,2,20,24.95170128,121.4895991,precise,1,Facebook,sent to rescue center,Accipitridae,Accipiter virgatus
2022,2,22,--,--,not provided,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,2,26,--,--,not provided,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,2,28,25.00552,121.59824,precise,1,TaiRON,found dead,Zosteropidae,Zosterops simplex
2022,2,28,24.10703655,120.5344154,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,2,--,23.9193,121.5539,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,2,--,23.82534258,120.802973,precise,4,Facebook,uncertain,Columbidae,Streptopelia sp.
2022,3,1,--,--,not provided,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2022,3,1,24.98895733,121.5487248,vague,1,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2022,3,2,24.290535,120.53504,precise,1,Facebook,found dead,Passeridae,Passer montanus
2022,3,2,25.01849,121.54198,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2022,3,3,23.4548778,120.2879464,precise,1,Facebook,sent to rescue center,Muscicapidae,Phoenicurus auroreus
2022,3,4,24.24396,120.761233,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2022,3,4,25.1234624,121.4690254,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,3,4,24.60586107,120.8252849,precise,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2022,3,5,22.69116,121.00184,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,3,6,22.9835,120.15984,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,3,6,23.71318505,120.78075,acceptable,1,Facebook,found dead,Muscicapidae,Myiomela leucura
2022,3,6,24.97302694,121.5484583,precise,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2022,3,7,24.12334159,120.6729429,precise,1,Facebook,captured,Alcedinidae,Alcedo atthis
2022,3,13,25.01305,121.5358,precise,1,TaiRON,found dead,Zosteropidae,Zosterops simplex
2022,3,13,23.56132637,120.9273774,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,3,13,23.86651,120.49512,precise,1,TaiRON,found dead,Sturnidae,Aplonis panayensis
2022,3,14,24.1224719,120.6722305,precise,2,Facebook,flew away,Pycnonotidae,Hypsipetes leucocephalus
2022,3,14,24.1224719,120.6722305,precise,1,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2022,3,14,24.12535268,121.652959,acceptable,2,Facebook,found dead,Phasianidae,Phasianus colchicus
2022,3,14,23.66786173,120.4749027,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2022,3,16,25.0014,121.55924,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2022,3,16,22.88140786,120.4808403,acceptable,1,Facebook,found dead,Ardeidae,Ixobrychus cinnamomeus
2022,3,18,22.88583705,120.5800367,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,3,20,25.00762117,121.5625092,precise,1,Facebook,sent to rescue center,Columbidae,Chalcophaps indica
2022,3,21,22.64858199,120.3686143,precise,1,Facebook,flew away,Oriolidae,Oriolus chinensis
2022,3,22,22.67076045,120.2941878,precise,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2022,3,23,25.07861,121.52629,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,3,23,24.91305,121.2814,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2022,3,25,24.3117461,120.5625864,acceptable,1,Facebook,captured: released afterward,Cisticolidae,Prinia inornata
2022,3,25,25.0187479,121.5367741,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2022,3,25,22.98073025,120.2079627,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2022,3,26,25.03747358,121.5279072,precise,1,Facebook,sent to rescue center,Passeridae,Passer montanus
2022,3,26,--,--,not provided,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2022,3,27,--,--,not provided,1,Facebook,captured: flew away afterward,Muscicapidae,Copsychus malabaricus
2022,3,27,24.14857204,120.6823941,precise,1,Facebook,flew away,Columbidae,Columba livia
2022,3,27,23.59505285,120.5778853,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,3,30,25.0205,121.54192,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2022,3,30,--,--,not provided,1,Facebook,captured: flew away afterward,Passeridae,Passer montanus
2022,3,--,25.01880434,121.5366993,precise,2,Facebook,flew away,Ardeidae,Gorsachius melanolophus
2022,3,--,22.88583705,120.5800367,acceptable,1,Facebook,captured,Columbidae,Streptopelia tranquebarica
2022,4,1,25.09705903,121.5140194,acceptable,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2022,4,1,25.10364,121.55559,precise,2,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,4,1,24.86222,121.82745,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2022,4,2,25.01589,121.62634,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,4,3,--,--,not provided,1,Facebook,found dead,Scotocercidae,Urosphena squameiceps
2022,4,3,24.1903,120.59227,precise,1,TaiRON,found dead,Scotocercidae,Urosphena squameiceps
2022,4,3,--,--,not provided,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,4,--,--,not provided,1,Facebook,flew away,Passeridae,Passer montanus
2022,4,4,24.83812977,121.781589,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2022,4,5,24.18327286,121.4943646,precise,1,Facebook,found dead,Muscicapidae,Myiomela leucura
